source,to,score
resp5761,resp5727,3.0
resp5761,resp4356,3.0
resp5761,resp1656,4.0
resp5761,resp5579,4.0
resp5762,resp3448,4.0
resp5762,resp2461,4.0
resp5764,resp474,5.0
resp5765,resp1224,5.0
resp5765,resp1161,5.0
resp5772,resp2056,5.0
resp5772,resp2179,5.0
resp5773,resp3280,5.0
resp5773,resp2720,5.0
resp5773,resp4374,5.0
resp5773,resp2236,5.0
resp5775,resp2158,5.0
resp5775,resp5936,5.0
resp5775,resp1703,5.0
resp5777,resp2041,4.0
resp5779,resp3974,4.0
resp5779,resp3016,4.0
resp5782,resp5360,5.0
resp5784,resp5083,5.0
resp5784,resp156,5.0
resp5785,resp2969,5.0
resp5785,resp2543,5.0
resp5786,resp494,5.0
resp5786,resp2339,5.0
resp5786,resp4141,4.0
resp5786,resp4256,3.0
resp5787,resp3562,5.0
resp5788,resp2824,5.0
resp5788,resp6171,4.0
resp5789,resp413,3.0
resp5790,resp232,5.0
resp5790,resp1282,5.0
resp5790,resp1472,5.0
resp5790,resp4804,5.0
resp5792,resp1606,5.0
resp5792,resp2954,5.0
resp5797,resp3365,5.0
resp5797,resp2856,5.0
resp5797,resp1975,5.0
resp5797,resp1349,5.0
resp5800,resp4935,2.0
resp5800,resp2300,1.0
resp5800,resp5390,2.0
resp5800,resp5409,3.0
resp5802,resp3448,3.0
resp5803,resp27,5.0
resp5805,resp3328,5.0
resp5805,resp1070,5.0
resp5805,resp3755,4.0
resp5805,resp4326,4.0
resp5811,resp4774,5.0
resp5811,resp4326,5.0
resp5811,resp608,5.0
resp5812,resp3280,5.0
resp5812,resp4374,5.0
resp5812,resp1472,5.0
resp5816,resp4801,5.0
resp5817,resp4812,5.0
resp5817,resp4089,5.0
resp5817,resp2964,5.0
resp5818,resp156,5.0
resp5818,resp5083,5.0
resp5820,resp2834,4.0
resp5822,resp51,4.0
resp5825,resp1908,5.0
resp5826,resp5523,4.0
resp5826,resp1701,4.0
resp5826,resp2746,4.0
resp5827,resp1703,5.0
resp5830,resp2475,5.0
resp5830,resp4643,3.0
resp5831,resp608,5.0
resp5831,resp4390,3.0
resp5835,resp235,5.0
resp5835,resp3494,5.0
resp5835,resp3356,5.0
resp5838,resp965,4.0
resp5838,resp4169,4.0
resp5838,resp5884,4.0
resp5839,resp2072,5.0
resp5839,resp982,5.0
resp5840,resp3989,4.0
resp5845,resp469,5.0
resp5845,resp5584,5.0
resp5846,resp2461,5.0
resp5846,resp1534,5.0
resp5847,resp4230,5.0
resp5848,resp2659,5.0
resp5848,resp3221,5.0
resp5849,resp366,5.0
resp5849,resp5237,5.0
resp5849,resp3940,5.0
resp5849,resp2581,5.0
resp5850,resp689,5.0
resp5850,resp5580,5.0
resp5850,resp6009,5.0
resp5850,resp195,5.0
resp5852,resp4761,3.0
resp5853,resp235,4.0
resp5855,resp3989,5.0
resp5855,resp608,3.0
resp5856,resp4812,
resp5856,resp2654,
resp5858,resp2373,5.0
resp5859,resp1534,5.0
resp5859,resp101,5.0
resp5864,resp5267,5.0
resp5865,resp1697,4.0
resp5866,resp1334,5.0
resp5866,resp3524,5.0
resp5866,resp2559,4.0
resp5866,resp982,4.0
resp5867,resp1316,4.0
resp5867,resp611,4.0
resp5868,resp2381,
resp5869,resp2659,5.0
resp5870,resp1121,4.0
resp5870,resp2072,2.0
resp5870,resp6197,5.0
resp5870,resp1185,2.0
resp5873,resp3006,5.0
resp5874,resp5539,2.0
resp5874,resp4657,3.0
resp5876,resp4812,4.0
resp5876,resp2964,4.0
resp5876,resp6074,4.0
resp5876,resp5407,4.0
resp5879,resp2543,5.0
resp5879,resp96,4.0
resp5879,resp2804,4.0
resp5880,resp5488,3.0
resp5880,resp1376,3.0
resp5881,resp1306,
resp5883,resp514,5.0
resp5883,resp3315,5.0
resp5883,resp2121,5.0
resp5883,resp3356,5.0
resp5884,resp4571,5.0
resp5884,resp1882,4.0
resp5884,resp4169,5.0
resp5884,resp5617,5.0
resp5886,resp195,5.0
resp5888,resp326,5.0
resp5888,resp5657,5.0
resp5888,resp2047,5.0
resp5889,resp2249,5.0
resp5889,resp2461,5.0
resp5889,resp5846,5.0
resp5889,resp6009,5.0
resp5892,resp2128,3.0
resp5892,resp29,3.0
resp5894,resp3400,5.0
resp5894,resp1002,5.0
resp5894,resp1965,5.0
resp5896,resp4417,5.0
resp5896,resp3640,4.0
resp5896,resp4915,5.0
resp5896,resp930,4.0
resp5897,resp2039,5.0
resp5898,resp5618,5.0
resp5907,resp3535,5.0
resp5909,resp1379,3.0
resp5910,resp3595,4.0
resp5910,resp4778,4.0
resp5910,resp1121,4.0
resp5910,resp2843,2.0
resp5913,resp2461,4.0
resp5913,resp1534,4.0
resp5919,resp4088,5.0
resp5919,resp411,5.0
resp5921,resp4255,5.0
resp5921,resp2385,4.0
resp5924,resp1376,4.0
resp5924,resp96,4.0
resp5924,resp1071,4.0
resp5924,resp5488,4.0
resp5925,resp415,4.0
resp5925,resp1379,4.0
resp5927,resp5221,5.0
resp5927,resp930,5.0
resp5932,resp5944,4.0
resp5932,resp3977,4.0
resp5933,resp5520,
resp5934,resp51,5.0
resp5934,resp4724,2.0
resp5935,resp1161,5.0
resp5935,resp4230,5.0
resp5935,resp2150,5.0
resp5935,resp971,5.0
resp5936,resp4823,5.0
resp5936,resp1472,5.0
resp5941,resp494,5.0
resp5941,resp2339,4.0
resp5942,resp4261,5.0
resp5945,resp2885,5.0
resp5949,resp6103,3.0
resp5952,resp1071,5.0
resp5952,resp4871,5.0
resp5952,resp1376,5.0
resp5953,resp51,4.0
resp5954,resp3259,5.0
resp5955,resp608,5.0
resp5955,resp2983,5.0
resp5955,resp3365,5.0
resp5955,resp4774,5.0
resp5957,resp1038,5.0
resp5957,resp3752,5.0
resp5960,resp2748,5.0
resp5960,resp1121,4.0
resp5960,resp1185,4.0
resp5960,resp1804,4.0
resp5961,resp2339,4.0
resp5963,resp2328,3.0
resp5963,resp4369,4.0
resp5963,resp2950,5.0
resp5963,resp1449,5.0
resp5965,resp1701,2.0
resp5969,resp2358,5.0
resp5970,resp2339,5.0
resp5971,resp5870,5.0
resp5971,resp738,5.0
resp5975,resp3328,3.0
resp5975,resp1070,5.0
resp5977,resp5965,5.0
resp5977,resp1613,5.0
resp5977,resp4799,5.0
resp5979,resp1214,5.0
resp5979,resp1071,4.0
resp5979,resp96,4.0
resp5979,resp1644,5.0
resp5980,resp608,5.0
resp5980,resp4484,5.0
resp5980,resp2983,5.0
resp5980,resp5410,5.0
resp5982,resp5022,4.0
resp5983,resp1736,5.0
resp5983,resp1559,5.0
resp5984,resp2816,
resp5984,resp5298,
resp5988,resp1376,5.0
resp5988,resp5488,5.0
resp5988,resp5747,5.0
resp5990,resp1613,5.0
resp5990,resp1701,5.0
resp5994,resp5905,5.0
resp5995,resp4102,5.0
resp5995,resp999,5.0
resp5996,resp3972,5.0
resp5999,resp2328,3.0
resp5999,resp2950,3.0
resp5999,resp2991,3.0
resp5999,resp6255,3.0
resp6002,resp4571,4.0
resp6002,resp4169,4.0
resp6004,resp4759,5.0
resp6006,resp1541,5.0
resp6006,resp4181,5.0
resp6009,resp2249,5.0
resp6010,resp1204,5.0
resp6011,resp2562,4.0
resp6012,resp3427,2.0
resp6012,resp142,2.0
resp6013,resp6257,5.0
resp6013,resp738,5.0
resp6020,resp1371,4.0
resp6025,resp4298,3.0
resp6026,resp1723,5.0
resp6026,resp2480,5.0
resp6026,resp2890,5.0
resp6026,resp3431,5.0
resp6027,resp2047,5.0
resp6027,resp5888,5.0
resp6027,resp5657,5.0
resp6027,resp1404,5.0
resp6028,resp4308,2.0
resp6028,resp3893,1.0
resp6029,resp3171,4.0
resp6030,resp1472,5.0
resp6030,resp4374,5.0
resp6030,resp3280,5.0
resp6034,resp5944,4.0
resp6034,resp3961,4.0
resp6036,resp997,5.0
resp6037,resp469,5.0
resp6038,resp494,3.0
resp6039,resp1472,5.0
resp6039,resp4374,5.0
resp6039,resp4823,5.0
resp6039,resp2746,5.0
resp6041,resp1355,2.0
resp6042,resp6174,3.0
resp6047,resp5486,5.0
resp6047,resp608,3.0
resp6047,resp5713,4.0
resp6047,resp2800,5.0
resp6049,resp1944,
resp6049,resp2475,
resp6053,resp4643,5.0
resp6059,resp2816,5.0
resp6059,resp6237,5.0
resp6059,resp2885,5.0
resp6059,resp5298,5.0
resp6060,resp5953,5.0
resp6060,resp545,5.0
resp6060,resp2955,5.0
resp6061,resp1723,5.0
resp6061,resp2480,5.0
resp6061,resp22,4.0
resp6061,resp2890,3.0
resp6064,resp3545,5.0
resp6064,resp1523,5.0
resp6064,resp3512,5.0
resp6064,resp1687,4.0
resp6068,resp4261,5.0
resp6068,resp3882,5.0
resp6070,resp4013,5.0
resp6072,resp1316,5.0
resp6072,resp4169,5.0
resp6076,resp2831,5.0
resp6076,resp1908,5.0
resp6079,resp4181,4.0
resp6079,resp3198,5.0
resp6079,resp172,5.0
resp6080,resp1882,3.0
resp6080,resp5941,4.0
resp6080,resp2771,4.0
resp6080,resp611,4.0
resp6081,resp3545,5.0
resp6081,resp2831,5.0
resp6081,resp4444,4.0
resp6081,resp1121,4.0
resp6083,resp608,5.0
resp6084,resp4559,5.0
resp6084,resp4369,5.0
resp6084,resp2950,5.0
resp6084,resp6255,5.0
resp6085,resp5727,5.0
resp6085,resp4765,5.0
resp6087,resp4643,5.0
resp6087,resp1205,5.0
resp6088,resp5539,5.0
resp6088,resp3549,5.0
resp6088,resp3804,5.0
resp6089,resp4451,4.0
resp6089,resp1252,4.0
resp6091,resp5839,4.0
resp6091,resp213,5.0
resp6094,resp2848,5.0
resp6096,resp4643,3.0
resp6096,resp1205,4.0
resp6098,resp5586,5.0
resp6099,resp4404,4.0
resp6100,resp2454,5.0
resp6103,resp1411,5.0
resp6103,resp3182,5.0
resp6103,resp5588,5.0
resp6103,resp870,5.0
resp6107,resp1687,5.0
resp6107,resp5892,2.0
resp6108,resp2055,5.0
resp6108,resp4451,4.0
resp6108,resp5586,4.0
resp6108,resp1932,5.0
resp6113,resp1210,5.0
resp6113,resp3,5.0
resp6113,resp6009,4.0
resp6113,resp1060,5.0
resp6115,resp232,5.0
resp6115,resp4401,5.0
resp6115,resp1282,5.0
resp6115,resp1472,5.0
resp6119,resp96,5.0
resp6119,resp2804,5.0
resp6119,resp1376,5.0
resp6122,resp6174,5.0
resp6123,resp3673,5.0
resp6123,resp1411,5.0
resp6123,resp5588,5.0
resp6123,resp870,5.0
resp6124,resp2950,5.0
resp6124,resp4574,5.0
resp6124,resp90,5.0
resp6125,resp466,5.0
resp6125,resp2010,5.0
resp6125,resp1709,5.0
resp6125,resp1904,5.0
resp6126,resp5481,
resp6126,resp6028,
resp6126,resp6220,
resp6126,resp165,
resp6130,resp2378,
resp6131,resp2339,5.0
resp6131,resp5941,5.0
resp6131,resp5497,5.0
resp6131,resp2848,5.0
resp6132,resp4308,5.0
resp6133,resp232,5.0
resp6133,resp1282,5.0
resp6135,resp4812,5.0
resp6135,resp2964,5.0
resp6135,resp6074,5.0
resp6135,resp1221,5.0
resp6142,resp969,
resp6144,resp965,5.0
resp6144,resp5838,5.0
resp6147,resp5936,4.0
resp6147,resp1458,4.0
resp6147,resp4823,4.0
resp6148,resp3989,5.0
resp6148,resp595,4.0
resp6148,resp4774,5.0
resp6149,resp6032,
resp6150,resp2330,3.0
resp6150,resp1828,3.0
resp6150,resp5543,1.0
resp6150,resp1583,3.0
resp6154,resp1376,
resp6156,resp3673,4.0
resp6156,resp4258,4.0
resp6157,resp5484,5.0
resp6158,resp3448,5.0
resp6159,resp1210,5.0
resp6159,resp3,5.0
resp6165,resp2950,4.0
resp6165,resp4574,4.0
resp6165,resp1785,4.0
resp6165,resp2575,4.0
resp6167,resp4484,5.0
resp6167,resp4390,5.0
resp6167,resp608,5.0
resp6167,resp3989,5.0
resp6171,resp5788,5.0
resp6171,resp2824,5.0
resp6173,resp2824,4.0
resp6173,resp5788,4.0
resp6173,resp6171,4.0
resp6174,resp91,5.0
resp6178,resp4912,4.0
resp6178,resp3811,4.0
resp6184,resp4774,5.0
resp6184,resp595,5.0
resp6185,resp930,4.0
resp6186,resp213,3.0
resp6191,resp6113,5.0
resp6191,resp6009,5.0
resp6191,resp2461,5.0
resp6191,resp3448,5.0
resp6197,resp5349,2.0
resp6197,resp1185,2.0
resp6199,resp3756,5.0
resp6199,resp3846,5.0
resp6199,resp1447,5.0
resp6199,resp4196,5.0
resp6200,resp573,5.0
resp6200,resp1210,5.0
resp6202,resp4169,5.0
resp6202,resp1316,5.0
resp6202,resp2983,5.0
resp6202,resp4571,5.0
resp6204,resp3414,4.0
resp6204,resp4118,5.0
resp6206,resp5617,5.0
resp6206,resp5267,5.0
resp6208,resp5617,5.0
resp6208,resp4169,5.0
resp6208,resp3961,5.0
resp6208,resp5884,5.0
resp6211,resp3182,
resp6212,resp1210,3.0
resp6212,resp2558,5.0
resp6214,resp132,5.0
resp6214,resp825,5.0
resp6214,resp2357,5.0
resp6214,resp5694,5.0
resp6218,resp1908,5.0
resp6218,resp2048,5.0
resp6219,resp5944,5.0
resp6220,resp2249,5.0
resp6220,resp1147,5.0
resp6220,resp1210,5.0
resp6222,resp2834,5.0
resp6224,resp1358,4.0
resp6226,resp3280,5.0
resp6226,resp2720,5.0
resp6226,resp5936,5.0
resp6226,resp4374,5.0
resp6227,resp1423,5.0
resp6227,resp4754,4.0
resp6227,resp1559,5.0
resp6227,resp5250,5.0
resp6229,resp4654,3.0
resp6229,resp5539,3.0
resp6229,resp3458,3.0
resp6229,resp2878,3.0
resp6232,resp1703,4.0
resp6232,resp3213,3.0
resp6232,resp3772,4.0
resp6234,resp4214,4.0
resp6234,resp5539,4.0
resp6234,resp484,4.0
resp6234,resp3804,4.0
resp6235,resp1282,4.0
resp6238,resp4452,4.0
resp6242,resp2343,5.0
resp6242,resp5620,5.0
resp6242,resp1038,5.0
resp6242,resp1841,5.0
resp6244,resp35,5.0
resp6244,resp1376,3.0
resp6244,resp2983,5.0
resp6244,resp5488,4.0
resp6247,resp2003,5.0
resp6247,resp2256,5.0
resp6248,resp3006,
resp6248,resp5873,
resp6251,resp2143,5.0
resp6251,resp4680,5.0
resp6251,resp5488,3.0
resp6252,resp5731,5.0
resp6252,resp3844,5.0
resp6253,resp1444,4.0
resp6253,resp3448,3.0
resp6255,resp4574,5.0
resp6255,resp2950,3.0
resp6255,resp2746,5.0
resp6255,resp5022,5.0
resp6257,resp534,4.0
resp6257,resp6074,5.0
resp6261,resp4771,5.0
resp6261,resp5786,5.0
resp6261,resp2339,5.0
resp6261,resp1116,3.0
resp6265,resp2003,5.0
resp6265,resp2256,5.0
resp6265,resp6089,5.0
resp6266,resp4654,4.0
resp6266,resp5539,4.0
resp6268,resp5181,5.0
resp6268,resp4802,5.0
resp6268,resp4456,5.0
resp6268,resp185,5.0
resp6272,resp1400,5.0
resp6272,resp881,5.0
resp6272,resp4646,5.0
resp6274,resp4390,4.0
resp6282,resp6174,4.0
resp6282,resp91,4.0
