uid,function,hierarchy,region,operation,clocent
resp4192,security,E,country-wide,corp_gov,0.740247234
resp4193,logistics,E,country-wide,implementation,0
resp4194,hr,E,central,implementation,0
resp4195,network,TL,east,implementation,0.752580363
resp4196,business,E,country-wide,business_mng,0.681477472
resp4197,hr,E,central,service,0.747866848
resp4198,mng,E,country-wide,corp_gov,0.813423572
resp4199,security,TL,country-wide,corp_gov,0.813867823
resp4201,it,E,country-wide,service,0
resp4202,it,MM,country-wide,service,0.74611342
resp4203,business,E,country-wide,business_mng,0
resp4204,network,MM,east,implementation,0.815246593
resp4206,business,TL,country-wide,business_mng,0.705552956
resp4208,network,E,east,business_mng,0.784311571
resp4209,business,E,country-wide,business_mng,0.672041455
resp4212,security,E,country-wide,corp_gov,0
resp4214,business,TL,country-wide,business_mng,0
resp4215,network,TL,west,implementation,0
resp4216,business,E,country-wide,business_mng,0
resp4217,logistics,E,country-wide,implementation,0.661064273
resp4218,control,E,east,business_mng,0
resp4219,logistics,E,country-wide,implementation,0.874945921
resp4221,logistics,E,east,business_mng,0.771609966
resp4223,logistics,E,central,implementation,0.791787443
resp4224,security,E,country-wide,service,0
resp4225,security,E,east,service,0
resp4226,logistics,E,country-wide,implementation,0.722087654
resp4228,logistics,E,country-wide,implementation,0
resp4229,business,E,country-wide,business_mng,0
resp4230,logistics,TL,country-wide,service,0.795424681
resp4231,business,E,country-wide,business_mng,0
resp4232,network,E,west,business_mng,0.841657005
resp4234,business,E,country-wide,service,0.640474817
resp4235,mng,E,country-wide,service,0.740924984
resp4237,leadership,TM,country-wide,corp_gov,0.791812957
resp4238,it,E,country-wide,service,0.7280202
resp4239,mng,E,central,service,0
resp4240,business,TL,country-wide,business_mng,0.808728197
resp4241,logistics,E,east,implementation,0.843628879
resp4243,logistics,E,west,implementation,0.864309309
resp4244,control,E,central,business_mng,0.753742577
resp4245,network,TL,central,implementation,0.784048971
resp4246,business,E,country-wide,implementation,0.621192946
resp4247,logistics,E,east,implementation,0.824718848
resp4248,hr,E,west,implementation,0
resp4250,it,E,country-wide,service,0.818378024
resp4252,network,TL,central,implementation,0
resp4253,it,E,country-wide,service,0.723344973
resp4254,network,TL,east,implementation,0
resp4255,logistics,E,country-wide,implementation,0.749045505
resp4256,control,E,country-wide,corp_gov,0
resp4257,network,TL,east,implementation,0.724907411
resp4258,logistics,E,west,implementation,0.731002127
resp4259,mng,E,country-wide,service,0.697108856
resp4261,mng,TL,west,service,0.830863796
resp4262,it,E,country-wide,service,0
resp4263,logistics,E,country-wide,implementation,0.809414209
resp4264,mng,E,country-wide,service,0.841600778
resp4266,network,MM,east,implementation,0.814514873
resp4267,hr,E,east,implementation,0
resp4268,business,E,country-wide,implementation,0.77003155
resp4269,mng,TL,country-wide,service,0.782738603
resp4271,business,E,country-wide,implementation,0.620418123
resp4272,business,E,country-wide,business_mng,0.81237545
resp4274,business,E,country-wide,business_mng,0.762890959
resp4275,network,MM,central,implementation,0.760760748
resp4276,logistics,E,west,implementation,0
resp4278,mng,E,central,service,0
resp4280,leadership,E,country-wide,service,0.866894697
resp4283,network,TL,east,implementation,0
resp4284,business,E,country-wide,service,0.677136146
resp4285,control,E,east,business_mng,0.809207278
resp4287,network,TL,west,implementation,0.763773732
resp4288,hr,E,central,service,0.77673009
resp4289,control,E,central,business_mng,0.754275177
resp4290,it,E,country-wide,service,0
resp4291,hr,E,west,implementation,0
resp4292,business,E,country-wide,business_mng,0.738383416
resp4293,network,TL,west,implementation,0.766666276
resp4294,business,E,country-wide,service,0
resp4295,business,E,country-wide,business_mng,0.6474
resp4296,business,E,country-wide,implementation,0.596269862
resp4297,network,MM,central,implementation,0.708357727
resp4298,business,MM,country-wide,implementation,0.681074947
resp4299,mng,E,central,service,0.726473795
resp4301,network,TL,central,implementation,0.665270312
resp4302,network,MM,central,implementation,0.005882322
resp4303,network,TL,central,implementation,0
resp4305,business,E,country-wide,business_mng,0
resp4306,network,E,east,business_mng,0.847838617
resp4308,business,TL,country-wide,business_mng,0.827968069
resp4309,logistics,E,country-wide,implementation,0
resp4310,logistics,E,east,implementation,0
resp4311,network,MM,west,implementation,0.8636669
resp4312,business,E,country-wide,implementation,0.011764644
resp4313,network,TL,central,implementation,0.691854633
resp4315,network,TL,east,implementation,0.014233766
resp4316,business,E,country-wide,business_mng,0
resp4317,mng,E,west,service,0
resp4318,network,MM,central,implementation,0.814508331
resp4319,it,E,country-wide,service,0.730251104
resp4321,logistics,E,country-wide,implementation,0.757986846
resp4322,network,TL,central,implementation,0.654508443
resp4323,hr,E,west,implementation,0.687937139
resp4324,network,TL,central,implementation,0.718518184
resp4325,network,MM,central,implementation,0.780263727
resp4326,network,TL,west,business_mng,0.710476414
resp4327,business,E,country-wide,business_mng,0.738549756
resp4328,mng,E,west,implementation,0.808887828
resp4329,network,TL,west,implementation,0
resp4330,logistics,TL,east,implementation,0.856208505
resp4331,network,E,central,business_mng,0.767816377
resp4332,logistics,E,west,implementation,0
resp4333,mng,E,country-wide,service,0.778611686
resp4334,logistics,E,country-wide,implementation,0.785438995
resp4335,mng,E,country-wide,service,0
resp4336,mng,E,country-wide,service,0.698450578
resp4337,business,E,country-wide,implementation,0.934023466
resp4338,logistics,E,country-wide,implementation,0.808289538
resp4339,logistics,E,country-wide,implementation,0
resp4340,network,TL,east,implementation,0.784874878
resp4341,network,TL,central,implementation,0.69587841
resp4342,logistics,E,central,implementation,0.811611221
resp4343,network,E,west,business_mng,0
resp4345,leadership,E,country-wide,corp_gov,0.756721994
resp4346,logistics,E,country-wide,implementation,0
resp4347,hr,E,east,service,0.739115873
resp4348,logistics,E,west,implementation,0.008365969
resp4349,business,E,country-wide,business_mng,0.745536536
resp4350,network,MM,east,implementation,0
resp4351,network,TL,west,implementation,0
resp4352,network,E,west,business_mng,0.773650738
resp4356,network,TL,east,implementation,0.805311316
resp4357,network,E,west,business_mng,0.819604675
resp4358,it,E,country-wide,service,0.701977201
resp4360,it,E,west,service,0.858810281
resp4363,logistics,E,west,implementation,0.832509488
resp4365,network,E,west,business_mng,0.714253239
resp4366,hr,E,east,service,0.765141494
resp4367,it,E,east,service,0
resp4368,mng,E,west,implementation,0
resp4369,business,E,country-wide,business_mng,0.733067029
resp4371,network,TL,central,implementation,0
resp4372,network,MM,central,implementation,0.736724127
resp4373,network,MM,west,implementation,0.887118985
resp4374,business,MM,country-wide,business_mng,0.839587781
resp4376,mng,E,country-wide,service,0.002614365
resp4377,it,E,country-wide,service,0.857597145
resp4378,business,E,country-wide,business_mng,0.792062919
resp4379,business,E,country-wide,service,0
resp4380,hr,E,central,implementation,0.727666839
resp4381,logistics,E,country-wide,implementation,0.788726932
resp4382,business,E,country-wide,business_mng,0.685095254
resp4383,business,E,country-wide,implementation,0
resp4385,mng,E,country-wide,service,0.676280286
resp4387,logistics,E,central,implementation,0.823785255
resp4390,network,E,west,business_mng,0.727439062
resp4391,business,E,country-wide,business_mng,0.762642703
resp4393,business,E,country-wide,implementation,0
resp4394,hr,E,west,implementation,0
resp4395,business,E,country-wide,implementation,0
resp4396,mng,E,east,service,0
resp4397,business,E,country-wide,business_mng,0.777909635
resp4399,logistics,E,country-wide,implementation,0.858675318
resp4400,network,TL,west,implementation,0.810694168
resp4401,business,E,country-wide,business_mng,0
resp4402,business,E,country-wide,service,0.583965348
resp4403,business,E,country-wide,service,0
resp4405,mng,E,country-wide,service,0
resp4406,logistics,E,country-wide,implementation,0
resp4407,mng,E,central,service,0
resp4410,network,MM,west,implementation,0.871596311
resp4412,network,TL,west,implementation,0.871853657
resp4413,logistics,E,west,business_mng,0.892638926
resp4414,network,E,west,business_mng,0.761644449
resp4415,business,E,country-wide,business_mng,0.778285408
resp4416,logistics,E,country-wide,implementation,0.722246732
resp4417,logistics,TL,central,implementation,0
resp4418,business,E,country-wide,business_mng,0.828470223
resp4420,mng,E,west,implementation,0
resp4421,network,TL,central,implementation,0.708511058
resp4422,business,E,country-wide,business_mng,0.706511937
resp4425,hr,E,east,implementation,0.779343252
resp4426,logistics,E,country-wide,business_mng,0.935195791
resp4427,business,E,country-wide,service,0
resp4428,logistics,E,central,implementation,0
resp4429,hr,E,west,service,0.723961927
resp4431,hr,E,west,implementation,0.766923943
resp4432,logistics,E,country-wide,implementation,0.719615077
resp4433,logistics,E,country-wide,implementation,0.63707819
resp4434,business,E,country-wide,business_mng,0.739482647
resp4435,logistics,E,country-wide,implementation,0
resp4436,business,E,country-wide,business_mng,0.77088562
resp4437,logistics,E,central,implementation,0
resp4439,logistics,E,country-wide,implementation,0.71188951
resp4440,business,E,country-wide,business_mng,0.704787406
resp4441,mng,E,east,implementation,0.017574344
resp4442,mng,E,country-wide,service,0.831116556
resp4444,it,E,country-wide,service,0
resp4447,leadership,E,country-wide,corp_gov,0.697685117
resp4448,network,TL,central,implementation,0.754944587
resp4449,hr,E,central,service,0.790247883
resp4450,leadership,E,country-wide,corp_gov,0.900099154
resp4451,mng,TM,country-wide,corp_gov,0.812013267
resp4452,security,TL,country-wide,service,0
resp4453,network,TL,east,implementation,0.794345407
resp4455,hr,E,central,service,0.840533243
resp4456,it,E,country-wide,service,0
resp4457,network,TL,west,implementation,0.725929471
resp4458,business,E,country-wide,business_mng,0.739049226
resp4459,network,TL,east,implementation,0
resp4461,security,E,country-wide,service,0
resp4463,network,TL,west,implementation,0.797440333
resp4465,logistics,E,west,implementation,0.790579945
resp4466,leadership,E,country-wide,corp_gov,0.817194867
resp4467,network,TL,east,implementation,0.743541315
resp4470,business,E,country-wide,business_mng,0.659615783
resp4471,hr,E,east,service,0
resp4473,hr,E,country-wide,service,0.710230149
resp4476,it,E,country-wide,corp_gov,0.760388466
resp4478,logistics,E,country-wide,implementation,0.848760515
resp4479,hr,E,country-wide,corp_gov,0.801805509
resp4481,logistics,E,country-wide,business_mng,0
resp4483,mng,TL,country-wide,service,0
resp4484,network,E,west,business_mng,0.701176826
resp4488,security,E,central,service,0.73843248
resp4489,logistics,E,country-wide,implementation,0
resp4491,logistics,E,country-wide,implementation,0.751552511
resp4492,logistics,E,country-wide,implementation,0.83065328
resp4493,mng,E,country-wide,corp_gov,0
resp4494,network,MM,east,implementation,0.877784545
resp4495,logistics,TL,country-wide,implementation,0.804205064
resp4496,logistics,E,country-wide,implementation,0
resp4497,network,TL,central,implementation,0
resp4498,hr,E,central,service,0.751453734
resp4501,network,TL,east,implementation,0
resp4502,network,TL,central,implementation,0.740975934
resp4503,business,E,country-wide,business_mng,0.79036219
resp4504,business,E,country-wide,business_mng,0.708756132
resp4506,mng,E,east,service,0.731660053
resp4507,logistics,E,country-wide,service,0
resp4511,security,E,west,service,0.683412744
resp4512,logistics,E,west,implementation,0.862470369
resp4514,network,TL,west,implementation,0
resp4515,network,TL,west,implementation,0
resp4517,mng,E,country-wide,service,0.002614365
resp4518,network,TL,central,implementation,0
resp4519,business,E,country-wide,business_mng,0
resp4520,logistics,E,country-wide,implementation,0
resp4523,network,E,west,business_mng,0.788726932
resp4524,logistics,E,east,implementation,0.897176558
resp4525,hr,E,east,implementation,0
resp4526,logistics,E,east,implementation,0
resp4527,network,TL,west,implementation,0.768620206
resp4528,logistics,E,central,implementation,0
resp4530,network,E,west,business_mng,0
resp4531,it,E,country-wide,service,0
resp4532,network,E,west,business_mng,0.831369469
resp4536,hr,E,west,service,0.759473946
resp4537,logistics,E,country-wide,implementation,0.782178357
resp4538,it,E,country-wide,service,0.776641943
resp4539,hr,E,central,service,0.780754197
resp4540,logistics,E,country-wide,implementation,0
resp4541,mng,TL,west,service,0.780576754
resp4542,mng,E,central,service,0
resp4543,network,E,west,business_mng,0
resp4544,network,MM,east,implementation,0.777172
resp4546,logistics,E,country-wide,implementation,0.711660905
resp4547,it,E,country-wide,service,0
resp4548,network,TL,east,implementation,0
resp4549,network,TL,central,implementation,0
resp4550,network,TL,central,implementation,0.708067464
resp4552,logistics,E,country-wide,implementation,0
resp4553,logistics,E,country-wide,implementation,0
resp4554,logistics,E,east,implementation,0.804566007
resp4558,control,E,country-wide,corp_gov,0.763382472
